position_action,angle_action,gripper_position,gripper_angle,gripper_velocity,gripper_angular_velocity,target_position,target_angle,target_velocity,target_angular_velocity,closest_point,contact_force,rewards,finger1_angles,finger2_angles,finger3_angles,finger1_min_dists,finger2_min_dists,finger3_min_dists,num_contact_points,fingertip_num_contact_points,accumulated_contact_force,totalLateralFrictionForce,finger1_link1_world_angles,finger1_link2_world_angles,finger1_link3_world_angles
[-0.25289857 -0.06057817 -0.74924827],[-0.38018513 -0.10720581 -0.13227391],[-0.12603411  0.53363138  1.47697341],[-0.08321069 -0.00968518  0.0429462 ],[-0.12139142 -0.02907755 -0.35963881],[-1.79961646 -0.59724373 -0.64860624],[-0.12760155  0.71908933  1.45032287],[0.00678182 0.0454964  0.01622058],[-0.04048726  0.02864226  0.0264214 ],[ 0.02577314 -0.00624801  0.00493477],[ 0.         -0.03321271  0.0026574 ],0,2.8994568167724286,[-1.90657797e-06  1.89376555e-07  1.32930298e-04],[-9.72099460e-08 -2.58028788e-06  1.92547683e-04],[ 8.79408513e-05 -1.04894318e-06 -8.02476187e-06],[0.02421711 0.03229422 0.05325235],[0.02175524 0.03154465 0.05254947],[0.04747283 0.06271319 0.07420679],0,[0 0 0],0,[0 0 0],[1.56162284 0.5963828  1.61044041],[1.56162367 0.59624978 1.61044189],[1.56318427 0.07639741 1.61501184]
[-0.723838  -0.3415196  0.7363416],[0.38757908 0.25477886 0.07847357],[-0.12748179  0.53294832  1.47844613],[-0.07545088 -0.00459583  0.04453587],[-0.34744203 -0.16392945  0.35344341],[1.80711794 1.30170369 0.39481652],[-0.11673348  0.72842211  1.4396795 ],[-0.00291417  0.02073895 -0.0145399 ],[-0.0396176   0.02628097  0.03313304],[-0.00360268 -0.00880565 -0.00683415],[-1.38777878e-17 -3.40691775e-02  2.46224943e-03],0,2.90664769170435,[-1.52983065e-06 -1.44859604e-06  1.33383538e-04],[-8.37911934e-08 -2.06477583e-06  1.92103206e-04],[ 8.76531107e-05 -8.39154546e-07 -8.18450175e-06],[0.02294821 0.03021457 0.05080549],[0.02071438 0.02983174 0.05046943],[0.0495018  0.06479544 0.07683412],0,[0 0 0],0,[0 0 0],[1.55895047 0.6039683  1.60622855],[1.55895155 0.60383538 1.60623046],[1.56101171 0.08399538 1.61213526]
[ 0.32952464  0.47696316 -0.85351944],[-0.33160222  0.524024    0.04227769],[-0.12682274  0.53390223  1.4769032 ],[-0.08205825  0.00588738  0.04534769],[ 0.15817185  0.2289423  -0.3703059 ],[-1.6972084   2.44217753  0.19586027],[-0.12811668  0.69998217  1.45217419],[ 0.00576202 -0.0114834   0.0155535 ],[-0.03367355  0.04380181  0.04819746],[ 0.03030209 -0.01081089 -0.00807264],[ 0.         -0.03301342  0.00261693],0,2.8994529289028796,[-1.00184707e-06 -1.42863384e-06  1.34411275e-04],[-8.37911934e-08 -1.69089386e-06  1.92203081e-04],[ 8.74837827e-05 -5.23652781e-07 -8.19285497e-06],[0.02426743 0.03215472 0.05302849],[0.02256349 0.03249297 0.05344688],[0.04700046 0.06239787 0.07397096],0,[0 0 0],0,[0 0 0],[1.56517103 0.5962392  1.61138658],[1.56517154 0.59610581 1.61138749],[1.5661281  0.07624274 1.61418983]
[-0.6981061  -0.08738154  0.5127171 ],[ 0.49124527 -0.52800155 -0.06921637],[-0.12821896  0.53372747  1.47792864],[-0.07220431 -0.00466563  0.04391017],[-0.33509099 -0.04194333  0.24610399],[ 2.47559524 -2.42467093 -0.34644464],[-0.12641457  0.71053314  1.44267452],[ 0.00718334 -0.01743126  0.06427786],[-0.04303251  0.02915904  0.06481103],[-0.0033818   0.00261809 -0.00038536],[ 0.         -0.0335579   0.00231739],0,2.9092029349242035,[-2.01435991e-06 -1.51207310e-06  1.34222512e-04],[-8.37911934e-08 -3.12100016e-06  1.93133867e-04],[ 8.83735500e-05 -9.55609030e-07 -8.14851509e-06],[0.02302305 0.03081523 0.05128456],[0.02082071 0.030453   0.05094366],[0.04871133 0.06420775 0.07647975],0,[0 0 0],0,[0 0 0],[1.57786589 0.60284994 1.61936607],[1.57786524 0.60271553 1.61936491],[1.57663972 0.08285778 1.61584125]
[ 0.6763184  -0.2137106  -0.26018208],[-0.03645033 -0.42683673  0.19805622],[-0.12686633  0.53330004  1.47740829],[-0.072939   -0.01320111  0.04787347],[ 0.32463285 -0.10258109 -0.12488743],[-0.08215548 -2.05444765  0.94961017],[-0.13341272  0.71809399  1.45871592],[ 0.02173132  0.00978237 -0.01589432],[-0.01777647  0.04418758  0.03884669],[ 0.01076119 -0.00253765 -0.00756408],[ 0.         -0.03390792  0.00234383],0,2.9059775596233557,[-1.55931581e-06 -1.49241762e-06  1.35039206e-04],[-8.37911934e-08 -2.73974725e-06  1.93367057e-04],[ 8.81965120e-05 -7.17043889e-07 -8.15731941e-06],[0.02419628 0.03183911 0.05233917],[0.02133727 0.03084326 0.05138373],[0.04840092 0.06334705 0.07557689],0,[0 0 0],0,[0 0 0],[1.56510227 0.59299296 1.6107374 ],[1.56510279 0.59285874 1.61073832],[1.56606181 0.07299613 1.61357422]
[-0.19823325  0.38345683  0.44365776],[ 0.34360576  0.20947254 -0.3885188 ],[-0.12726279  0.53406698  1.47829556],[-0.06609044 -0.00898717  0.04011535],[-0.09515201  0.18405913  0.21295555],[ 1.59748888  1.08264875 -1.84370458],[-0.15035364  0.74030244  1.47542059],[-0.00357941 -0.00219769  0.029878  ],[-0.03838933  0.02772352  0.04888778],[0.00548771 0.00017837 0.01672594],[-1.38777878e-17 -3.37290058e-02  2.12696071e-03],0,2.9161199954943022,[-2.18410491e-06 -1.54747506e-06  1.35092543e-04],[-8.37911934e-08 -3.66284272e-06  1.94191376e-04],[ 8.87879642e-05 -1.03261067e-06 -8.12775067e-06],[0.02242763 0.03040907 0.05062835],[0.02016441 0.02975026 0.04997666],[0.04916732 0.06474418 0.07746299],0,[0 0 0],0,[0 0 0],[1.55480135 0.59366865 1.60893459],[1.55480281 0.59353363 1.6089372 ],[1.55750226 0.07371842 1.61690361]
[-0.7218137   0.26663637  0.9443772 ],[-0.26165843  0.11196756  0.18332124],[-0.12870641  0.53460026  1.48018432],[-0.07132094 -0.00673852  0.04377621],[-0.34647062  0.12798543  0.4533014 ],[-1.27680814  0.48656189  0.86873448],[-0.13236448  0.71709239  1.45637631],[ 0.01118399  0.00764803 -0.02466741],[-0.02709648  0.03179659  0.04528128],[ 0.00048466 -0.00915569  0.01180516],[ 2.77555756e-17 -3.32448783e-02  2.26397122e-03],0,2.909563681153319,[-1.75286241e-06 -1.10493219e-06  1.35020900e-04],[-1.01960859e-07 -2.93117846e-06  1.93694477e-04],[ 8.87584423e-05 -8.26088535e-07 -8.22467766e-06],[0.02137791 0.02911004 0.04955965],[0.01906742 0.02860615 0.04906959],[0.05001531 0.06595317 0.078295  ],0,[0 0 0],0,[0 0 0],[1.55994146 0.58685624 1.60411334],[1.55994244 0.58672115 1.6041151 ],[1.56173744 0.06687694 1.60951894]
[-0.51811427  0.10903418  0.22359705],[ 0.11006904  0.2020942  -0.18528205],[-0.12974264  0.53481829  1.48063159],[-0.06912602 -0.00269284  0.04007457],[-0.24869476  0.05233656  0.10732677],[ 0.48561648  0.99218953 -0.88590735],[-0.12402192  0.7259149   1.4516772 ],[ 0.00276838 -0.03524943 -0.00878669],[-0.0317553   0.02120456  0.05106606],[ 0.0109123   0.00877232 -0.01126899],[ 0.         -0.03336143  0.00221295],0,2.9136570663998946,[-1.73452962e-06 -1.02466450e-06  1.35432224e-04],[-1.01960859e-07 -1.48010205e-06  1.93570342e-04],[ 8.88974546e-05 -7.52391703e-07 -8.26750702e-06],[0.02080063 0.02855123 0.04887699],[0.01888698 0.02834439 0.04867829],[0.05032724 0.06645583 0.07894255],0,[0 0 0],0,[0 0 0],[1.56260837 0.59209928 1.60921569],[1.56260911 0.59196426 1.60921703],[1.56398452 0.07211027 1.61329471]
[0.50473094 0.7668843  0.0969007 ],[-0.01178247 -0.06620121 -0.18555689],[-0.12873317  0.5363521   1.4808253 ],[-0.06936134 -0.00401742  0.03636367],[0.24227087 0.36810446 0.04651231],[-0.04428937 -0.31982476 -0.89080477],[-0.12469082  0.71644127  1.46231949],[0.01976269 0.01722236 0.0093035 ],[-0.04391539  0.03932043  0.05011082],[-0.00388765  0.00732533 -0.00058735],[-1.38777878e-17 -3.21651246e-02  2.14886094e-03],0,2.913978884778932,[-1.25442254e-06 -1.00549677e-06  1.36272073e-04],[-1.01960859e-07 -1.12532237e-06  1.93623396e-04],[ 8.87032184e-05 -5.08071993e-07 -8.27588803e-06],[0.01992012 0.02859741 0.04895391],[0.0180973  0.02830417 0.04865987],[0.04963094 0.06642278 0.07889677],0,[0 0 0],0,[0 0 0],[1.56749097 0.58992044 1.608245  ],[1.56749127 0.58978501 1.60824554],[1.5680429  0.06991994 1.60989139]
[ 0.63955975 -0.20000756  0.49933767],[0.1364814  0.05624497 0.00268078],[-0.12745406  0.53595209  1.48182404],[-0.0666316  -0.00289258  0.03641881],[ 0.30698866 -0.09600371  0.239682  ],[0.64487886 0.29361761 0.01549551],[-0.12347054  0.71798116  1.46833885],[-0.01448974 -0.00931835 -0.01252489],[-0.01227529  0.03104615  0.04643233],[0.01072767 0.0110865  0.01188481],[-2.77555756e-17 -3.27552129e-02  2.09953274e-03],0,2.916978573136772,[-2.12806931e-06 -1.04037072e-06  1.36162686e-04],[-1.01960859e-07 -1.71090825e-06  1.94136942e-04],[ 8.95477998e-05 -5.71785156e-07 -8.25762603e-06],[0.01934742 0.02752539 0.04774806],[0.01759047 0.02731326 0.0475351 ],[0.05078026 0.06750297 0.08016921],0,[0 0 0],0,[0 0 0],[1.56589601 0.5901512  1.60364589],[1.56589645 0.59001493 1.60364669],[1.56671483 0.07015391 1.60608677]
[-0.4709164   0.48296833  0.86975586],[-0.31019336  0.07782972 -0.14416301],[-0.1283959   0.53691798  1.48356354],[-0.07283846 -0.00134502  0.03353068],[-0.22603981  0.23182485  0.41748282],[-1.50172055  0.31909651 -0.69630343],[-0.12539293  0.73007911  1.46936989],[-0.00829432 -0.01454977  0.00510574],[-0.03079936  0.04064806  0.05455128],[-0.00032515  0.0069022  -0.00891607],[ 0.         -0.03217401  0.00227126],0,2.9122287287103874,[-1.53310689e-06 -1.00495954e-06  1.36751505e-04],[-1.01960859e-07 -1.06841773e-06  1.94104877e-04],[ 8.90844792e-05 -8.42939431e-07 -8.27542427e-06],[0.01815252 0.02647079 0.04696322],[0.01659991 0.02636975 0.04686136],[0.05126079 0.06846091 0.0806748 ],0,[0 0 0],0,[0 0 0],[1.56725887 0.58742591 1.60446732],[1.56725919 0.58728975 1.6044679 ],[1.56784515 0.06742534 1.60622902]
[0.57956636 0.46201336 0.52641726],[ 0.14937639 -0.10316765 -0.02636367],[-0.12723675  0.53784204  1.4846164 ],[-0.06984989 -0.00340757  0.0330003 ],[0.2781918  0.22176625 0.25268009],[ 0.73332179 -0.47088066 -0.12558731],[-0.11436722  0.73085886  1.44599032],[-0.00414179  0.00398095  0.01090537],[-0.02757359  0.03272694  0.05148658],[0.00948301 0.00122678 0.01030587],[ 0.         -0.03148753  0.00212769],0,2.9143851747695773,[-2.27347844e-06 -1.07052212e-06  1.36695097e-04],[-1.01960859e-07 -2.19156299e-06  1.94841778e-04],[ 8.97690780e-05 -1.08682527e-06 -8.24035616e-06],[0.01672934 0.02540989 0.04578359],[0.01509012 0.02516048 0.04553337],[0.05182942 0.06959366 0.08203064],0,[0 0 0],0,[0 0 0],[1.56910519 0.59363558 1.60259409],[1.56910535 0.59349883 1.60259437],[1.56939072 0.07363364 1.60343667]
[-0.24031502  0.20829105  0.2279203 ],[-0.3496225  -0.00455278  0.0764147 ],[-0.12771739  0.53825861  1.48507226],[-0.07684276 -0.00349331  0.03452891],[-0.11535118  0.09997969  0.1094017 ],[-1.67662597 -0.07722098  0.361074  ],[-0.12345826  0.73905569  1.45922625],[ 0.03347209  0.00184074 -0.00285449],[-0.03319608  0.01512151  0.03719616],[-0.00081331  0.01887651  0.01310929],[ 0.         -0.03116233  0.002321  ],0,2.907131695776799,[-1.78161781e-06 -1.05128536e-06  1.37555215e-04],[-1.01960859e-07 -1.82611050e-06  1.94991200e-04],[ 8.95709038e-05 -8.26102388e-07 -8.24877394e-06],[0.01704915 0.02574936 0.04644182],[0.01532438 0.0254934  0.04618506],[0.05144155 0.0691762  0.08111129],0,[0 0 0],0,[0 0 0],[1.56662817 0.59064284 1.60068829],[1.56662856 0.59050615 1.60068897],[1.56732568 0.07064309 1.60276455]
[0.73006177 0.44027328 0.71641636],[ 0.37113845  0.03145015 -0.11773479],[-0.12625727  0.53913915  1.48650503],[-0.06942187 -0.0028556   0.03217652],[0.35042959 0.21133104 0.34387967],[ 1.77491081  0.21235262 -0.55891806],[-0.12149864  0.71204185  1.46146202],[-0.01695807  0.03548272  0.02870952],[-0.01699358  0.01951173  0.04416746],[-0.01797499 -0.00632879  0.02400019],[-4.16333634e-17 -3.06188240e-02  2.05819320e-03],0,2.9142680468260815,[-2.43692568e-06 -1.11045468e-06  1.37570428e-04],[-1.01960859e-07 -2.82924694e-06  1.95763482e-04],[ 9.01829640e-05 -1.12908920e-06 -8.21702796e-06],[0.01485979 0.02385463 0.04420421],[0.0132891  0.02364499 0.04399377],[0.0526344  0.07114327 0.08360921],0,[0 0 0],0,[0 0 0],[1.56649807 0.59763485 1.60211994],[1.56649847 0.59749729 1.60212065],[1.56723236 0.07763582 1.60426212]
[-0.40428442 -0.8384904   0.40061212],[-0.57415336  0.46091712  0.4607942 ],[-0.12706584  0.53746217  1.48730624],[-0.08086443  0.00641497  0.04134031],[-0.1940566  -0.40247542  0.19229409],[-2.82614112  2.12249422  2.20415926],[-0.12808579  0.72271127  1.46774614],[-0.01940215 -0.01954598 -0.02378682],[-0.01846029  0.0483229   0.03447675],[0.00877444 0.00563267 0.01955981],[ 2.77555756e-17 -3.20024498e-02  2.50769051e-03],0,2.901306244111645,[-1.95333155e-06 -7.55655568e-07  1.37524680e-04],[-7.53810019e-08 -2.26435531e-06  1.95370674e-04],[ 9.01291747e-05 -9.03271363e-07 -8.32007083e-06],[0.01663722 0.02387426 0.04476129],[0.01514733 0.02431374 0.04521771],[0.05319127 0.07060034 0.08226129],0,[0 0 0],0,[0 0 0],[1.56729413 0.59021663 1.60023659],[1.56729445 0.59007907 1.60023717],[1.56787945 0.07021563 1.60198107]
[-0.8218352  0.6267245  0.683735 ],[-0.17200875 -0.49497664 -0.2935927 ],[-0.12870951  0.53871566  1.48867369],[-0.08426485 -0.00349407  0.03548332],[-0.39448097  0.30082753  0.32819256],[-0.72417676 -2.40775704 -1.40447438],[-0.12264562  0.72710896  1.46013606],[-0.02729854  0.01272682 -0.00358414],[-0.03318078  0.01813095  0.05552676],[-0.01392549  0.01086747  0.01376876],[ 4.16333634e-17 -3.13312056e-02  2.56521985e-03],0,2.900192974737503,[-2.93393036e-06 -8.39955333e-07  1.37387697e-04],[-7.53810019e-08 -3.69970680e-06  1.96408241e-04],[ 9.09922872e-05 -1.40022820e-06 -8.27518974e-06],[0.01541862 0.02335907 0.04438808],[0.01363725 0.02310258 0.0441308 ],[0.05354642 0.0714748  0.08287622],0,[0 0 0],0,[0 0 0],[1.57850119 0.60165463 1.61571124],[1.57850047 0.60151711 1.61570996],[1.57716944 0.08166412 1.61187006]
[0.05539775 0.07108355 0.73606265],[-0.44897968  0.4474399  -0.04614407],[-0.1285987   0.53885782  1.4901458 ],[-0.09323169  0.00545048  0.03452071],[0.02659095 0.03412009 0.35331002],[-2.22585225  2.07005191 -0.22891784],[-0.13021177  0.73373538  1.46750391],[-0.00514005  0.02213152 -0.04297828],[-0.0301148   0.0415293   0.05289633],[0.00359617 0.00255991 0.01934441],[ 1.38777878e-17 -3.14751761e-02  2.87158282e-03],0,2.8923670723902624,[-2.38358799e-06 -8.18074243e-07  1.38356473e-04],[-7.53810019e-08 -3.27021055e-06  1.96719645e-04],[ 9.07722382e-05 -1.10850979e-06 -8.28486450e-06],[0.01516181 0.02250288 0.04395111],[0.01390075 0.02288284 0.04433736],[0.05398898 0.07185178 0.08261861],0,[0 0 0],0,[0 0 0],[1.56646809 0.6050578  1.60303145],[1.5664685  0.60492041 1.60303218],[1.56722357 0.08505787 1.60518988]
[-0.7920754  0.6022042  0.5530553],[ 0.04414964  0.21793365 -0.28737354],[-0.13018286  0.54006219  1.49125195],[-0.09236354  0.00981205  0.02877563],[-0.38019624  0.28905788  0.26546636],[ 0.17512569  1.05284798 -1.38040709],[-0.12997645  0.70693803  1.46013308],[-0.03364188 -0.01075408  0.00927771],[-0.03076709  0.03078808  0.02978863],[-0.01955015 -0.00289254  0.01621453],[ 2.77555756e-17 -3.07712949e-02  2.79551258e-03],0,2.893965039279723,[-2.92369770e-06 -8.69238282e-07  1.38473845e-04],[-7.53810019e-08 -4.11668145e-06  1.97601711e-04],[ 9.13019145e-05 -1.39118153e-06 -8.25727896e-06],[0.01353482 0.02130817 0.04273854],[0.01277993 0.02200924 0.04343885],[0.05430729 0.07280663 0.08365274],0,[0 0 0],0,[0 0 0],[1.57737585 0.61402528 1.60832232],[1.5773752  0.61388693 1.60832121],[1.57619785 0.09403091 1.60503858]
[-0.23363763 -0.74665964 -0.17932767],[-0.37344623  0.0029583   0.2526269 ],[-0.13065013  0.53856891  1.49089336],[-0.09983808  0.00989077  0.0338279 ],[-0.11214603 -0.35839662 -0.08607733],[-1.79351866 -0.03725791  1.23021114],[-0.11485074  0.7158345   1.45807374],[ 0.01991361 -0.01707583 -0.00595462],[-0.03011132  0.03433523  0.04645465],[ 0.00076375 -0.00126972  0.01246603],[-1.38777878e-17 -3.21053166e-02  3.14837193e-03],0,2.886776999096406,[-2.39661529e-06 -8.47650079e-07  1.39409676e-04],[-7.53810019e-08 -3.68802395e-06  1.97959288e-04],[ 9.10935553e-05 -1.11207491e-06 -8.26690258e-06],[0.01582826 0.02253184 0.04425157],[0.01482791 0.02319115 0.04495715],[0.0541055  0.07151778 0.08182654],0,[0 0 0],0,[0 0 0],[1.58270565 0.61313796 1.60563952],[1.58270449 0.61299949 1.6056375 ],[1.58057867 0.09316311 1.59969631]
[ 0.44882524  0.42581487 -0.10794753],[ 0.41135275 -0.28262126 -0.04709214],[-0.12975249  0.53942055  1.49067748],[-0.09160125  0.00424232  0.03286239],[ 0.21543604  0.20439096 -0.051815  ],[ 2.02088928 -1.28896248 -0.24569041],[-0.12067612  0.71026909  1.46679544],[-0.00832479 -0.01719071 -0.02045923],[-0.03012036  0.02529722  0.04616237],[0.00622134 0.02465946 0.01163974],[ 0.         -0.03141991  0.00281744],0,2.8944430441328217,[-3.04091496e-06 -9.06250280e-07  1.39488874e-04],[-7.53810019e-08 -4.65956143e-06  1.98948792e-04],[ 9.17097310e-05 -1.43822905e-06 -8.23543196e-06],[0.01494174 0.02246105 0.04383033],[0.01369381 0.02276007 0.04412967],[0.05400707 0.07197769 0.08285696],0,[0 0 0],0,[0 0 0],[1.58285848 0.62061097 1.61085383],[1.58285728 0.62047157 1.61085176],[1.58065899 0.10063728 1.60482998]
[0.29220343 0.26055765 0.8454155 ],[ 0.01274383 -0.12247866 -0.27662194],[-0.12916808  0.53994161  1.49236822],[-0.09134593  0.00179372  0.02732943],[0.14025758 0.12506752 0.40579921],[ 0.07893199 -0.58555436 -1.32809496],[-0.1140854   0.71439606  1.4547919 ],[ 0.00430852 -0.04943751 -0.02395725],[-0.02945125  0.02959709  0.03723124],[ 0.00457453 -0.00200757  0.00975101],[-1.38777878e-17 -3.14667655e-02  2.82387092e-03],0,2.8965179731171813,[-3.56180439e-06 -9.57614717e-07  1.39703119e-04],[-7.53810019e-08 -5.49242277e-06  2.00007415e-04],[ 9.22469014e-05 -1.72917064e-06 -8.20760129e-06],[0.01347569 0.02105219 0.04238771],[0.01234758 0.02117598 0.04251075],[0.05518885 0.07352497 0.08440981],0,[0 0 0],0,[0 0 0],[1.5758934  0.61239872 1.60580295],[1.5758929  0.61225923 1.60580208],[1.57498498 0.09240007 1.60325946]
[ 0.11805248  0.41472483 -0.6888822 ],[ 0.04683793 -0.29017437 -0.03352445],[-0.12893197  0.54077107  1.49099052],[-0.09039976 -0.00400946  0.02665603],[ 0.05666522  0.19906791 -0.3306635 ],[ 0.26458815 -1.38612783 -0.16136253],[-0.12735385  0.72377944  1.4695425 ],[0.01213024 0.02622686 0.00704976],[-0.01575197  0.02155196  0.05040794],[-0.00118017 -0.00118705  0.00650205],[ 1.38777878e-17 -3.07020044e-02  2.72381358e-03],0,2.8967685594574073,[-2.98890084e-06 -9.33701358e-07  1.40727436e-04],[-7.53810019e-08 -5.00671077e-06  2.00515029e-04],[ 9.20220880e-05 -1.42689122e-06 -8.21835246e-06],[0.01423014 0.0227325  0.04404304],[0.01281414 0.02243856 0.04374835],[0.05359872 0.0720295  0.08299092],0,[0 0 0],0,[0 0 0],[1.57290086 0.61214712 1.59854932],[1.57290066 0.61200741 1.59854897],[1.57252605 0.0921435  1.59749916]
[ 0.03524065 -0.36889857  0.6802387 ],[0.36630642 0.19972324 0.2301091 ],[-0.1288615   0.54003328  1.49235094],[-8.30665827e-02 -3.20597865e-05  3.12730707e-02],[ 0.01691546 -0.17707148  0.32651439],[1.73157763 1.00514257 1.11163962],[-0.11527534  0.71972448  1.44877279],[ 0.00433956 -0.00907519 -0.03013299],[-0.02746039  0.04694261  0.03001711],[ 1.79968134e-03 -4.12811525e-03  7.01025374e-06],[ 1.38777878e-17 -3.13924513e-02  2.54524213e-03],0,2.9029695611532356,[-3.59806095e-06 -9.91012608e-07  1.40903916e-04],[-7.53810019e-08 -5.93969074e-06  2.01658555e-04],[ 9.26367375e-05 -1.71621560e-06 -8.18743160e-06],[0.01317674 0.02083387 0.04177955],[0.01178106 0.02082669 0.04177162],[0.05547018 0.07395007 0.085421  ],0,[0 0 0],0,[0 0 0],[1.56581436 0.611191   1.59380765],[1.56581485 0.61105027 1.59380851],[1.56669925 0.09119215 1.59629343]
[ 0.3285495   0.33063674 -0.9435956 ],[-0.18909931 -0.00614417 -0.03831005],[-0.12820439  0.54069453  1.49059057],[-0.0868486  -0.0001564   0.03050712],[ 0.15770379  0.15870561 -0.42249107],[-0.90632957 -0.05786121 -0.18391451],[-0.12292321  0.74566841  1.46670604],[ 0.00376503 -0.03715173  0.00016501],[-0.03838727  0.02389377  0.04938957],[-0.00859884  0.00957618  0.00860488],[ 0.         -0.03076972  0.00261351],0,2.8990888715917666,[-3.10566985e-06 -9.72207436e-07  1.41876810e-04],[-7.53810019e-08 -5.53777362e-06  2.02261703e-04],[ 9.24825524e-05 -1.42003237e-06 -8.19555887e-06],[0.01471746 0.02311171 0.04422952],[0.01334337 0.02309538 0.04421245],[0.05327478 0.07162563 0.08282485],0,[0 0 0],0,[0 0 0],[1.57067863 0.60386745 1.60121625],[1.57067864 0.60372654 1.60121627],[1.5706991  0.08386286 1.60127494]
[0.5717287  0.40515697 0.6488986 ],[ 0.06462789 -0.2290979  -0.01726115],[-0.12706093  0.54150486  1.4918884 ],[-0.08555099 -0.00473811  0.03015883],[0.27442971 0.19447514 0.3114711 ],[ 0.34463096 -1.08966076 -0.08282772],[-0.12655856  0.72716033  1.45430696],[ 0.02241052 -0.03081042  0.01060204],[-0.03258385  0.03038766  0.02943476],[0.00646585 0.00622439 0.00970265],[ 1.38777878e-17 -3.02306849e-02  2.52566696e-03],0,2.89975041932776,[-3.82484604e-06 -1.03784847e-06  1.42024512e-04],[-7.53810019e-08 -6.60978949e-06  2.03536399e-04],[ 9.31889480e-05 -1.77527018e-06 -8.16025794e-06],[0.01337899 0.0220214  0.04311898],[0.01176902 0.02167523 0.04277206],[0.05403045 0.07281878 0.08413143],0,[0 0 0],0,[0 0 0],[1.57052325 0.60764884 1.60036147],[1.57052327 0.60750696 1.60036152],[1.57057127 0.08764478 1.60049768]
[ 0.06929588 -0.00346369 -0.16440326],[ 0.27254593 -0.61049193  0.06361222],[-0.12692235  0.54149795  1.49155962],[-0.08007535 -0.01695145  0.03139602],[ 0.03326197 -0.0016626  -0.07891325],[ 1.40366507 -2.88936734  0.31117347],[-0.10866473  0.73605251  1.46928287],[-0.02493193 -0.03907739  0.02725385],[-0.029006    0.04076448  0.03937076],[-0.00445587 -0.00060636  0.00590284],[-1.38777878e-17 -3.02967493e-02  2.35201253e-03],0,2.9029472558090266,[-3.10024369e-06 -8.26682712e-07  1.41973908e-04],[-1.26497311e-07 -5.28926866e-06  2.02614098e-04],[ 9.30566013e-05 -1.42021614e-06 -8.34233349e-06],[0.01354783 0.02240203 0.04326885],[0.01120916 0.0211769  0.04204298],[0.05410358 0.07272237 0.0844384 ],0,[0 0 0],0,[0 0 0],[1.56494909 0.60634043 1.59683684],[1.56494967 0.60619841 1.59683785],[1.56597347 0.08634257 1.59975309]
